feature	Feature1	Feature2	Feature3	Feature4_TP	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature11	Feature12	Feature13	Feature14	Feature16	Feature17	Feature18	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature26	Feature27	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature39	Feature40_TP	Feature41	Feature42_TP	Feature43	Feature44	Feature45	Feature46	Feature47	Feature48	Feature49	Feature50
Sample15	0.0182794265141545	0.0131544620236653	0.00347268521470934	0.0162155267872154	0.0103426885192679	0.0329354335638794	0.00575109137394269	0.025874113711599	0.0180243377838587	0.0130906898410913	0.0100122326641119	0.0121457020447681	0.0075367124860136	0.0063888131996823	0.0214506432294233	0.0202679591162335	0.0101745618561184	0.0178272237649937	0.0297932042043261	0.00768164926459079	0.0153632985291816	0.00702653502542191	0.0219376308054427	0.0105050177112743	0.0201636046356579	0.00907883981007485	0.0144183107328583	0.0391271327446968	0.0117514740070381	0.0205984149713895	0.0636504356799564	0.0381357651792288	0.0357935868374215	0.0237000620329412	0.0104760303555589	0.0348254091565259	0.0138095762628342	0.010418055644128	0.0178967934187108	0.0114268156230252	0.0259031010673144	0.0463275919044113	0.0242102394935329	0.0282742667648372	0.0546759503504571	0.0500785557339888	0.0219434282765858	0.0180649200818603
Sample16	0.0330275959491455	0.00280535604146356	0.0309186048825133	0.0237957859970952	0.0173096436600943	0.0116790354350291	0.0138875072123515	0.0404687531087722	0.0174091243707845	0.00407870913829808	0.00290483675215376	0.00324307116850043	0.0112413203079923	0.0213485605141163	0.0106245399017131	0.0192594655896222	0.011579554724339	0.018145281629892	0.007063130459004	0.0341019876245996	0.0122958158413084	0.0208909492449414	0.03633035554406	0.0253476850838622	0.0149618988878057	0.0065060384791389	0.0098883826426056	0.0136487535066951	0.0145639760450449	0.00766001472314518	0.0461590497602515	0.0022681602037365	0.0624141978870297	0.0327291538170749	0.0272975070133901	0.0237758898549571	0.0143053261972504	0.0120172698513758	0.028232625693878	0.0157776407154653	0.0367481745289588	0.0401504148345636	0.00515310081375221	0.00994807106901972	0.0426573287439565	0.0433337975766499	0.0392948807226279	0.0207516762499751
Sample17	0.0170357751277683	0.0263486655309483	0.0170357751277683	0.00897217490062465	0.0109028960817717	0.0532651902328223	0.00829074389551391	0.0262350936967632	0.0197614991482112	0.00590573537762635	0.01396933560477	0.0271436683702442	0.024190800681431	0.0302101078932425	0.00738216922203294	0.0114707552526973	0.01396933560477	0.0314593980692788	0.0588302101078932	0.0145371947756956	0.0245315161839864	0.0293015332197615	0.0469051675184554	0.0542873367404884	0.0281658148779103	0.0144236229415105	0.0153321976149915	0.00522430437251562	0.0178307779670642	0.0141964792731403	0.0464508801817149	0.00431572969903464	0.0202157864849517	0.0346394094264622	0.01862578080636	0.0103350369108461	0.00681431005110733	0.00647359454855196	0.0153321976149915	0.00545144804088586	0.00488358886996025	0.0151050539466212	0.00863145939806928	0.00806360022714367	0.0253265190232822	0.0345258375922771	0.0520159000567859	0.0056785917092561
Sample18	0.00179229899072999	0.022095226902114	0.0221686817787833	0.04141385946613	0.00434852869882031	0.0299548987057251	0.00502431356417753	0.0379908622133423	0.030762902349087	0.0100927000543566	0.00872643934830833	0.0219776990994432	0.0121053636750944	0.00794781765561416	0.0147203572845201	0.0171296772392719	0.00257092068342417	0.0246808385608721	0.0429857938268522	0.0226387929894666	0.0114883427110726	0.0174088057706151	0.0296904611497157	0.00406940016747712	0.00589108110887482	0.0217573344694354	0.0127076936637823	0.0316002879431165	0.00659624792489973	0.0254153873275647	0.0338186252185283	0.012340419280436	0.0302487182124021	0.0206995842453981	0.0051565323421822	0.0303956279657406	0.0177026252772922	0.0236671612628362	0.0328930937724956	0.0298373709030543	0.032055708178466	0.0400622897354155	0.0299695896810589	0.0459974437702919	0.0208611849740704	0.0151610865445357	0.0166154931025871	0.0147644302105217
Sample19	0.0385054051373599	0.0411087969850243	0.0140087275612417	0.0285381334920163	0.0282406029951403	0.0282158087870673	0.0149013190518695	0.0331746504016662	0.02558762273133	0.00996727164534365	0.0222404046414758	0.0155211742536943	0.0113309530893583	0.0349350391748488	0.017157591986512	0.00964494694039472	0.0281414261628484	0.025562828523257	0.0355796885847466	0.0181245661013587	0.0148517306357235	0.02119904790241	0.00518198948725578	0.0199841317068333	0.00939700485966478	0.0147525538034315	0.0140831101854607	0.00627293464246752	0.0117276604185262	0.0333730040662501	0.0330258851532282	0.0222404046414758	0.0363483090350094	0.0374144599821482	0.0147029653872855	0.0232569671724685	0.00882673807398592	0.0154219974214024	0.0147525538034315	0.0206535753248041	0.0257363879797679	0.0282406029951403	0.0181493603094317	0.0147525538034315	0.0182485371417237	0.00738867400575226	0.00981850639690568	0.0197113954180303
Sample20	0.0491847949498161	0.0307007584358963	0.0248875970752532	0.0148962259866479	0.022707661565012	0.0370134883509696	0.0309278350515464	0.0254779962759435	0.0148962259866479	0.00967346382669513	0.0161224397111585	0.0186656978064399	0.00258867341841137	0.0317453108678868	0.00749352831645397	0.0179844679594895	0.00217993551024116	0.0307461737590263	0.00667605250011354	0.016985330850629	0.00871974204096462	0.00526817748308279	0.0160316090648985	0.0271129479086244	0.0146691493709978	0.0254779962759435	0.0184840365139198	0.0104001089967755	0.0212089559017212	0.0123983832144966	0.0216631091330215	0.0239792906126527	0.0273400245242745	0.0449611698987238	0.00326990326536173	0.0386938553067805	0.0050865161905627	0.00967346382669513	0.0285662382487851	0.0129887824151869	0.0344702302556883	0.015168717925428	0.0152141332485581	0.0402833916163313	0.0431445569735229	0.0193469276533903	0.0312003269903265	0.0136245969390072
Sample21	0.00585190587147151	0.0176802262499778	0.0130022589423881	0.00812863520748475	0.02968641610786	0.00864445669767525	0.018747443126234	0.01892531260561	0.0184272780633571	0.00661674463278846	0.00245459881538927	0.0164529268422831	0.024261396986891	0.0197079383148646	0.0133757848490777	0.00846658721829921	0.01892531260561	0.0208640899308088	0.0166485832695968	0.0233542626420732	0.0134469326408282	0.0208818768787464	0.0219490937550026	0.0306113374006154	0.00675904021628929	0.0129488980985753	0.0159548923000302	0.0358584870422084	0.0146742320485228	0.0163817790505327	0.0495722239021006	0.0428131836858113	0.0623254655733623	0.00695469664360292	0.00554952775653226	0.0114547944718166	0.0186051475427331	0.00574518418384589	0.0238345102363885	0.00537165827715622	0.0402874370786717	0.0402696501307341	0.0308603546717419	0.0279432952099749	0.0435602354991907	0.0315540456413084	0.0382597250137849	0.0153501360701517
Sample22	0.0147510577870515	0.0193299715991422	0.0205761316872428	0.0162870225468035	0.0069842925867965	0.0155335304005101	0.0207789949573987	0.0345736973280009	0.0311250217353504	0.015301686663189	0.00979539790181418	0.00907088622268591	0.0217643308410132	0.0380803338549817	0.0114472845302266	0.00675244884947545	0.0103460267779517	0.0183156552483626	0.0371239784385324	0.027705326609865	0.00901292528835565	0.0154465889990147	0.041905755520779	0.0164319248826291	0.0201124442126007	0.00362255839564134	0.00930272996000696	0.0154176085318495	0.00808555033907147	0.00521648408972353	0.0480785950269518	0.0315887092099925	0.019503854402133	0.0108966556540891	0.0066075465136498	0.0162290616124732	0.0200255028111053	0.00843331594505303	0.0315597287428273	0.0115632063988872	0.0289804671651307	0.0417318727177882	0.0288065843621399	0.0376166463803397	0.0421375992581	0.0463687474642091	0.0287776038949748	0.0108966556540891
Sample23	0.013703833978192	0.0311501934576152	0.00495251494899754	0.0433907843826943	0.0216250439676398	0.0470066830812522	0.0190362293352093	0.0382131551178333	0.00713330988392543	0.0266197678508618	0.0131832571227576	0.0261695392191347	0.0286176574041505	0.0385508265916286	0.0262117481533591	0.0128877945831868	0.0230038691523039	0.0130706999648259	0.0124797748856841	0.0101864227928245	0.0254660569820612	0.0291663735490679	0.0250439676398171	0.027674991206472	0.0235244460077383	0.0266338374956032	0.00285613788251847	0.0164474147027788	0.012296869504045	0.0138867393598312	0.0306577558916637	0.00502286317270489	0.032880759760816	0.00801969750263806	0.01349278930707	0.00365810763278227	0.0110306014773127	0.0248188533239536	0.00461484347520225	0.0302215969046782	0.0389025677101653	0.0186141399929652	0.0175729862820964	0.0399155821315512	0.0151530073865635	0.02698557861414	0.00758353851565248	0.0106647907140345
Sample24	0.0359558423384902	0.0356837440721449	0.0372968980797637	0.0343232527404183	0.0155096011816839	0.0108450594729068	0.0183471973878566	0.0168895281038638	0.00769649381948224	0.0180362279406048	0.0313884785819793	0.0214957630412812	0.0223314934307704	0.0419225686076343	0.00600559745005053	0.00569462800279872	0.00623882453548939	0.0197076887195833	0.00919303428438156	0.03193267511467	0.0050143823369354	0.010534090025655	0.0349063204540154	0.0110977221487989	0.0186581668351085	0.0102036849879499	0.00849335302806499	0.0192023633677991	0.0128663608800435	0.0130801523750292	0.0192606701391588	0.0127108761564176	0.0579763663220089	0.00835730389489233	0.0222343154785042	0.0162675892093602	0.0105146544352017	0.0230506102775402	0.033565264712742	0.0266656301018425	0.0330016325895981	0.0445658089092747	0.027520796081785	0.0108450594729068	0.0446629868615409	0.0088043224753168	0.0203101920236337	0.00913472751302185
Sample25	0.0149366451288076	0.0339011496181925	0.0235797600067131	0.0213140891163884	0.0330620122514056	0.0190484182260636	0.0125031467651255	0.0100696484014433	0.0264328270537887	0.0138457665519846	0.022237140219854	0.0125031467651255	0.0262649995804313	0.00864311487790551	0.00696484014433163	0.0140975077620206	0.0113283544516237	0.0290341528908282	0.0244188973735	0.0235797600067131	0.0140975077620206	0.0213140891163884	0.0383485776621633	0.0323067886212973	0.017286229755811	0.0246706385835361	0.00453134178064949	0.027188050683897	0.0168666610724176	0.0151883863388437	0.0438029705462784	0.0387681463455568	0.0387681463455568	0.0519426030041118	0.0073844088277251	0.0295376353109004	0.0103213896114794	0.0134261978685911	0.0107409582948729	0.0180414533859193	0.0107409582948729	0.0278593605773265	0.010992699504909	0.0226567089032475	0.0170344885457749	0.00579004783082991	0.0237475874800705	0.0188805907527062
Sample26	0.04657606544399	0.0318643620530413	0.00992215331837973	0.0221401240269165	0.011716585301491	0.0453489906320095	0.0101464573162686	0.0411795751418393	0.0145797598627787	0.0171658530149096	0.018643620530413	0.0188151471170339	0.00602981923736641	0.027800501385407	0.0195012534635176	0.00913049214936007	0.0160311386726481	0.0121388045916348	0.0195144478163346	0.0153714210317984	0.0134582398733342	0.00609579100145138	0.0201609711043673	0.0321018604037472	0.0160443330254651	0.0122047763557198	0.0138276817522101	0.00841799709724238	0.00671592558385011	0.0129436601134714	0.0346087874389761	0.039583058450983	0.0102520121388046	0.0387913972819633	0.0270352289220214	0.0316400580551524	0.00873466156485024	0.0151075339754585	0.00899854862119013	0.01852487135506	0.00947354532260193	0.0289352157276686	0.0166776619606808	0.0225095659057923	0.0501517350573954	0.0271671724501913	0.0429740071249505	0.0132471302282623
Sample27	0.0427713688187277	0.0225325507657019	0.0024961208932065	0.0360925588612292	0.01578627808136	0.0434459960871618	0.00404776361060514	0.0407474870134251	0.0153140389934561	0.019968967145652	0.00843284085542738	0.00667880995749848	0.00829791540174054	0.0226674762193888	0.0152465762666127	0.0126155299197194	0.029953450718478	0.0275922552789584	0.0151116508129259	0.0196991162382784	0.0211158335019902	0.0109289617486339	0.0150441880860824	0.0507994333130945	0.00398030088376172	0.0134925453686838	0.0142346353639614	0.0167307562571679	0.00654388450381164	0.00465492815219591	0.0344734534169871	0.00715104904540241	0.0379140524860015	0.0450651015314039	0.00613910814275113	0.027052553464211	0.00870269176280105	0.025433448019969	0.0377116643054712	0.0306955407137556	0.00755582540646293	0.0463468933414289	0.0100519462996694	0.0214531471362072	0.0555218241921338	0.00431761451797882	0.0118059771975983	0.0155838899008298
Sample28	0.0195555555555556	0.012	0.0173333333333333	0.0426666666666667	0.0115555555555556	0.0213333333333333	0.0248888888888889	0.0173333333333333	0.0288888888888889	0.0235555555555556	0.0128888888888889	0.0284444444444444	0.0137777777777778	0.0306666666666667	0.0124444444444444	0.00533333333333333	0.0222222222222222	0.008	0.0368888888888889	0.0195555555555556	0.00666666666666667	0.0177777777777778	0.0133333333333333	0.0266666666666667	0.0248888888888889	0.0173333333333333	0.0155555555555556	0.0413333333333333	0.0177777777777778	0.0217777777777778	0.024	0.012	0.0537777777777778	0.0373333333333333	0.00266666666666667	0.0315555555555556	0.0115555555555556	0.024	0.0111111111111111	0.0324444444444444	0.0311111111111111	0.00444444444444444	0.0195555555555556	0.0195555555555556	0.0102222222222222	0.0231111111111111	0.012	0.0271111111111111
Sample29	0.0186908765278029	0.0453839631898334	0.0108601423250231	0.0196054148288575	0.0129369063836679	0.00760209962751617	0.0148231416295929	0.0280648941136123	0.0116413104571739	0.0197197321164893	0.0198816816073011	0.0276743100475369	0.0113840965600023	0.0164331100970744	0.0220727629535777	0.00749730878052033	0.0127368511303122	0.020567585333092	0.0171666460260453	0.0286460069924074	0.00714483047698888	0.0305512951196045	0.0374008059368778	0.0156138362023797	0.0125463223175925	0.0191290927970582	0.0164521629783464	0.0304083985100647	0.0242543178592183	0.00358194167913043	0.0676472549561307	0.030179763934801	0.0113459907974583	0.0103361880900439	0.00380104981375809	0.042430766592678	0.0119556829981614	0.0138514446847224	0.0291509083461146	0.0145373484105134	0.041106591344276	0.0328185879909689	0.00878337826637833	0.0150898819674005	0.0498137580855665	0.0242924236217622	0.016690323994246	0.00569681150031914
Sample30	0.0529814326583273	0.00535704268805744	0.0364615470914904	0.024345094519549	0.00992875974645201	0.0273461603186178	0.0212598866887306	0.0381443877264823	0.018903909799742	0.0132383463286027	0.0279071071969484	0.025242609524878	0.0174454479160823	0.0262242665619566	0.00948000224378751	0.0063106523812195	0.00765692488921299	0.0178661580748303	0.0448196555786167	0.0302911314298536	0.0128456835137712	0.00886296067762383	0.0113872216301116	0.0204465137151512	0.0134627250799349	0.0213440287204802	0.006759409883884	0.027458349694284	0.0177820160430807	0.00754473551354687	0.0296740898636899	0.00566556347113928	0.050962023896337	0.0396308969540584	0.0225781118528075	0.00594603691030459	0.0172771638525832	0.0156223705615078	0.0219610702866439	0.021231839344814	0.00451562237056151	0.023026869355472	0.0207830818421495	0.0321422561283446	0.0297021372076064	0.0348067538004151	0.00886296067762383	0.00650698378863522
Sample31	0.0350900511729913	0.0218315943377417	0.0290423340200704	0.0480494450721074	0.0121286635209676	0.046653818036818	0.012992623114242	0.0359872399813916	0.00644646773443211	0.0121286635209676	0.0322987971024124	0.00534990363527614	0.00923772180501096	0.0231939921579052	0.0248886821293281	0.0180766930285107	0.0224297202100086	0.03256463082342	0.0323984847477903	0.0143550209344055	0.00727719811258058	0.024921911344454	0.0250215989898319	0.0172127334352363	0.00495115305376487	0.0149863760217984	0.0181099222436366	0.0390775569881039	0.0147537715159168	0.020635342593208	0.0160829401209543	0.0306041071309896	0.0429321459427128	0.00990230610752974	0.0242240978268093	0.0143550209344055	0.0167807536385991	0.0267827473915066	0.0110320994218117	0.0296404598923373	0.0225958662856383	0.0183092975343922	0.017378879510866	0.00385458895460889	0.0138565827075164	0.0250548282049578	0.0078088655545956	0.00671230145543962
